Date,Time,Age,Gender,NexusMember,NexusNumber,Outlet_Name,Address,InvoiceNumber,Item_Code,Item_Description,Department,Item_Category,Quantity,Unit_Price,Discount,TotalValue,Payment_Method,Loyalty_Points_Earned,Profit
2025-03-27,05:30:09,28,Male,Yes,147341.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121101,46,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,2,50.0,5,95.0,Mobile Payment,0,23.54
2024-09-24,16:41:12,30,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121102,14,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,4,775.0,10,2790.0,Mobile Payment,7,694.26
2025-02-02,19:46:06,38,Male,Yes,410336.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121103,44,CLOGARD TOOTHPASTE 120G,Household,Oral Care,4,248.0,5,942.4,Mobile Payment,7,328.8
2024-08-13,13:09:36,21,Female,Yes,408243.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121104,49,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,5,1838.25,Card,8,612.1
2025-01-27,01:06:05,39,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121105,41,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,15,234.6,Card,0,35.44
2024-12-27,17:24:06,21,Female,Yes,390377.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121106,39,CLOGARD TOOTHPASTE 120G,Household,Oral Care,1,248.0,5,235.6,Card,0,81.55
2024-12-11,13:11:16,30,Male,Yes,884436.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121107,44,WATAWALA KAHATA TEA POUCH 400G,Beverages,Tea,1,500.0,10,450.0,Mobile Payment,0,152.73
2025-07-13,21:36:09,42,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121108,9,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,4,775.0,0,3100.0,Card,4,921.27
2025-04-08,03:37:23,57,Male,Yes,752838.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121109,39,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,4,375.0,5,1425.0,Card,12,484.29
2024-08-10,14:21:00,40,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121110,5,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,4,775.0,15,2635.0,Mobile Payment,14,824.63
2024-10-16,10:21:01,21,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121111,33,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,0,2580.0,Mobile Payment,20,402.52
2024-08-06,01:10:09,56,Female,Yes,706615.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121112,39,Delmege Chicken Flavoured Soya Meat 90g,Grocery,Soya Products,2,170.0,5,323.0,Card,0,96.98
2025-07-06,11:50:39,30,Male,Yes,863140.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121113,29,Kist Tomato Ketchup 375g,Grocery,Sauces & Condiments,2,412.0,15,700.4,Cash,4,141.46
2024-10-27,20:23:09,33,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121114,12,Anchor Full Cream Milk Powder 400g,Beverages,Milk Powder,1,1200.0,10,1080.0,Card,8,181.13
2025-03-02,20:08:36,44,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121115,22,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Beverages,Juices & Carbonates,2,320.0,10,576.0,Card,9,86.93
2024-12-26,22:06:01,47,Female,Yes,908378.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121116,25,Green Chillies 100g,Grocery,Vegetables,3,34.0,15,86.7,Cash,0,15.86
2025-06-19,17:41:24,24,Female,Yes,823426.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121117,32,RICHLIFE CHOCOLATE FLY MILK 180ML,Beverages,RTD Beverages,2,140.0,0,280.0,Card,0,86.34
2025-01-04,02:24:02,20,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121118,14,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,4,552.5,15,1878.5,Mobile Payment,8,572.2
2024-09-12,20:34:44,30,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121119,22,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,3,220.0,0,660.0,Card,4,214.01
2025-03-24,18:19:06,57,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121120,8,carrot 500g,Grocery,Vegetables,2,305.0,10,549.0,Cash,19,116.44
2024-11-01,17:24:18,38,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121121,13,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,4,1230.0,10,4428.0,Card,5,1252.65
2024-09-10,02:08:53,32,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121122,48,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,4,375.0,10,1350.0,Card,18,242.87
2025-07-06,10:23:59,54,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121123,33,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,2,160.0,10,288.0,Mobile Payment,0,90.79
2025-02-17,11:55:33,53,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121124,50,MANGO - K/C,Fruits,Inorganic,1,129.0,5,122.55,Card,0,20.18
2025-06-07,15:48:10,49,Male,Yes,409130.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121125,38,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,2,220.0,15,374.0,Cash,0,117.73
2025-04-06,13:17:02,30,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121126,33,Kist Tomato Ketchup 375g,Grocery,Sauces & Condiments,4,412.0,0,1648.0,Mobile Payment,4,302.82
2024-10-12,11:19:02,54,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121127,47,Delmege Chicken Flavoured Soya Meat 90g,Grocery,Soya Products,1,170.0,10,153.0,Mobile Payment,0,24.71
2025-03-03,19:11:08,47,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121128,4,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,1,835.0,5,793.25,Mobile Payment,11,249.92
2025-06-06,03:15:15,37,Male,Yes,224510.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121129,44,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,1,750.0,5,712.5,Cash,1,161.06
2025-04-16,21:51:40,50,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121130,31,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,5,262.2,Cash,0,45.31
2024-08-06,13:22:14,59,Female,Yes,783592.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121131,26,CLOGARD TOOTH PASTE 200G,Household,Oral Care,2,195.0,5,370.5,Mobile Payment,0,71.44
2024-10-08,05:10:15,24,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121132,44,carrot 500g,Grocery,Vegetables,1,305.0,15,259.25,Card,0,89.93
2025-03-30,23:16:00,34,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121133,20,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,3,1225.0,10,3307.5,Cash,11,808.97
2024-09-18,13:05:32,39,Male,Yes,995152.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121134,28,MYSOORE DHAL BULK KG,Grocery,Pulses,4,265.0,15,901.0,Cash,9,178.48
2024-08-07,14:26:48,58,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121135,44,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,3,160.0,10,432.0,Card,0,83.99
2024-12-13,22:18:30,29,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121136,5,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,2,750.0,5,1425.0,Mobile Payment,1,472.83
2024-11-12,03:29:48,48,Female,Yes,720826.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121137,30,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,1,530.0,10,477.0,Cash,0,150.8
2025-07-23,03:46:22,42,Female,Yes,388963.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121138,33,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,2,552.5,15,939.25,Card,16,307.61
2025-06-16,17:11:11,56,Female,Yes,920948.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121139,6,Anchor Full Cream Milk Powder 400g,Beverages,Milk Powder,2,1200.0,10,2160.0,Card,9,683.28
2024-10-09,11:18:08,42,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121140,24,SUNQUICK B/CURRENT STD 330ML,Beverages,Concentrated Fruit Drinks,3,490.0,0,1470.0,Card,16,346.41
2025-04-30,20:45:53,39,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121141,6,MANGO - K/C,Fruits,Inorganic,4,129.0,0,516.0,Card,12,95.32
2024-08-23,00:55:42,52,Female,Yes,902961.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121142,50,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,4,835.0,5,3173.0,Card,1,803.81
2024-10-30,06:14:40,37,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121143,22,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,4,1225.0,15,4165.0,Cash,18,1215.57
2024-11-28,11:42:19,45,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121144,41,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,2,750.0,15,1275.0,Card,16,357.21
2025-04-02,07:55:29,59,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121145,14,CLOGARD TOOTHPASTE 120G,Household,Oral Care,1,248.0,5,235.6,Cash,0,58.39
2024-08-01,08:09:49,22,Female,Yes,172924.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121146,45,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,3,880.0,10,2376.0,Mobile Payment,12,486.71
2025-07-22,13:05:24,39,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121147,42,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,10,288.0,Mobile Payment,0,51.61
2025-04-09,09:19:30,56,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121148,47,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,15,272.0,Mobile Payment,0,69.67
2024-12-19,11:45:22,21,Male,Yes,804456.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121149,44,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,0,530.0,Cash,1,184.92
2024-10-12,10:25:19,29,Female,Yes,535006.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121150,35,Green Chillies 100g,Grocery,Vegetables,4,34.0,15,115.6,Cash,0,27.67
2025-02-15,09:38:38,42,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121151,4,CLOGARD TOOTH PASTE 200G,Household,Oral Care,1,195.0,15,165.75,Card,0,47.17
2024-08-25,09:02:10,19,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121152,18,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,3,375.0,5,1068.75,Mobile Payment,3,242.81
2024-08-03,13:30:15,20,Female,Yes,171101.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121153,3,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,2,291.0,0,582.0,Card,4,113.89
2024-09-02,07:28:15,31,Male,Yes,147579.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121154,6,Big Onion 500g,Grocery,Vegetables,2,115.0,0,230.0,Card,0,38.82
2025-06-13,21:51:56,44,Female,Yes,316660.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121155,5,CIC BASMATHI RICE BULK,Grocery,Pulses,2,698.0,10,1256.4,Mobile Payment,11,284.66
2025-04-03,14:03:49,41,Female,Yes,658926.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121156,38,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,10,1741.5,Card,5,502.83
2024-12-25,06:25:13,23,Female,Yes,533774.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121157,48,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,3,320.0,5,912.0,Card,10,231.25
2024-08-23,09:03:00,50,Male,Yes,950425.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121158,28,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,4,880.0,0,3520.0,Card,12,1026.99
2025-05-10,13:38:14,60,Female,Yes,220158.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121159,16,Big Onion 500g,Grocery,Vegetables,2,115.0,5,218.5,Card,0,55.21
2024-12-27,23:17:13,33,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121160,3,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,1,530.0,5,503.5,Cash,4,113.7
2024-09-16,18:23:04,27,Female,Yes,284226.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121161,43,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,10,2322.0,Card,4,459.49
2025-05-24,08:18:45,59,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121162,12,MANGO - K/C,Fruits,Inorganic,3,129.0,10,348.3,Cash,0,120.78
2024-12-07,08:23:26,45,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121163,24,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,3,552.5,15,1408.88,Card,12,321.57
2025-05-15,23:05:51,59,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121164,49,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,10,248.4,Mobile Payment,0,39.96
2024-11-05,04:44:07,44,Female,Yes,561506.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121165,40,Cabbage 500g,Grocery,Vegetables,2,160.0,10,288.0,Cash,0,63.37
2024-11-22,05:26:28,38,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121166,18,Garlic 250g,Grocery,Vegetables,4,230.0,15,782.0,Mobile Payment,5,187.62
2024-12-31,15:14:14,43,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121167,43,Pears Baby Cologne Active Floral 100ml,Baby Care,Baby Cologne,2,431.25,15,733.12,Mobile Payment,14,174.44
2025-01-27,15:25:57,55,Male,Yes,195583.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121168,36,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,4,530.0,5,2014.0,Mobile Payment,5,428.35
2024-11-13,19:34:56,47,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121169,37,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,2,320.0,5,608.0,Cash,9,197.91
2025-07-30,17:51:57,52,Male,Yes,990294.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121170,5,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,3,50.0,10,135.0,Card,0,31.85
2025-07-28,20:18:19,31,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121171,7,TOP CRUST BREAD,Bakery,Production Bakery,3,69.0,5,196.65,Card,0,40.69
2025-07-26,19:44:44,52,Female,Yes,398885.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121172,18,CLOGARD TOOTHPASTE 120G,Household,Oral Care,3,248.0,0,744.0,Card,13,140.64
2025-01-13,11:29:25,52,Female,Yes,339505.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121173,9,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,1,320.0,5,304.0,Card,0,53.1
2025-06-06,22:25:34,23,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121174,23,CLOGARD TOOTH PASTE 200G,Household,Oral Care,1,195.0,5,185.25,Cash,0,56.68
2025-03-04,23:37:41,18,Male,Yes,185063.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121175,6,MYSOORE DHAL BULK KG,Grocery,Pulses,3,265.0,10,715.5,Cash,11,183.97
2025-05-12,19:05:44,43,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121176,38,Bairaha Chicken Sausages 500g,Frozen Food,Sausages,3,950.0,15,2422.5,Mobile Payment,2,647.07
2025-05-31,21:09:57,40,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121177,2,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,1,775.0,0,775.0,Mobile Payment,2,129.48
2025-01-08,03:44:24,51,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121178,39,WATAWALA KAHATA TEA POUCH 400G,Beverages,Tea,4,500.0,10,1800.0,Card,14,588.61
2024-09-10,17:26:27,39,Male,Yes,994247.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121179,43,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,3,220.0,10,594.0,Mobile Payment,13,113.73
2025-07-07,01:15:50,19,Female,Yes,695981.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121180,19,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,4,375.0,5,1425.0,Mobile Payment,20,412.17
2024-08-27,00:34:06,51,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121181,43,CLOGARD TOOTH PASTE 200G,Household,Oral Care,4,195.0,10,702.0,Mobile Payment,20,146.16
2024-08-04,05:34:10,36,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121182,3,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,4,390.0,5,1482.0,Cash,15,285.09
2025-06-01,06:50:10,47,Male,Yes,585322.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121183,15,TOP CRUST BREAD,Bakery,Production Bakery,1,69.0,0,69.0,Card,0,20.63
2025-01-25,18:39:15,59,Female,Yes,369594.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121184,2,Cabbage 500g,Grocery,Vegetables,2,160.0,10,288.0,Cash,0,73.21
2025-05-04,21:14:56,25,Female,Yes,200205.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121185,26,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,1,775.0,5,736.25,Mobile Payment,11,247.55
2025-05-16,23:03:07,43,Male,Yes,902384.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121186,11,MANGO - K/C,Fruits,Inorganic,1,129.0,5,122.55,Cash,0,39.11
2024-11-11,09:45:56,20,Male,Yes,529945.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121187,28,TOP CRUST BREAD,Bakery,Production Bakery,1,69.0,15,58.65,Mobile Payment,0,10.65
2024-09-24,02:59:34,28,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121188,43,Cabbage 500g,Grocery,Vegetables,3,160.0,5,456.0,Card,0,116.15
2024-08-30,00:22:52,50,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121189,50,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,1,835.0,5,793.25,Cash,14,210.04
2025-05-27,20:44:45,47,Male,Yes,360355.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121190,4,Delmege Chicken Flavoured Soya Meat 90g,Grocery,Soya Products,3,170.0,10,459.0,Card,0,99.26
2024-09-18,20:08:44,42,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121191,49,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,4,160.0,0,640.0,Mobile Payment,4,139.2
2025-04-20,14:02:36,19,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121192,16,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,2,390.0,0,780.0,Mobile Payment,7,171.89
2024-08-12,23:01:13,37,Male,Yes,713444.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121193,23,MILO PACKET 600G,Beverages,Malt Drink,1,645.0,15,548.25,Card,10,182.58
2024-08-09,03:25:18,30,Male,Yes,772439.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121194,18,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,4,160.0,15,544.0,Mobile Payment,11,92.03
2025-07-09,00:16:57,45,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121195,24,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,1,375.0,0,375.0,Card,0,84.24
2025-07-20,04:36:40,30,Male,Yes,422436.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121196,7,CLOGARD TOOTH PASTE 200G,Household,Oral Care,2,195.0,15,331.5,Mobile Payment,0,70.85
2024-11-17,10:13:21,47,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121197,33,carrot 500g,Grocery,Vegetables,2,305.0,0,610.0,Card,10,120.98
2024-08-25,06:30:18,32,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121198,45,carrot 500g,Grocery,Vegetables,2,305.0,15,518.5,Card,17,124.57
2025-02-21,00:17:40,55,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121199,41,MILO PACKET 600G,Beverages,Malt Drink,3,645.0,10,1741.5,Mobile Payment,6,426.73
2025-03-20,11:36:18,49,Male,Yes,639469.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121200,44,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,2,1230.0,5,2337.0,Mobile Payment,8,365.1
2025-01-28,21:53:05,23,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121201,34,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,1,291.0,15,247.35,Card,0,46.59
2024-12-23,12:48:49,51,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121202,1,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,4,552.5,5,2099.5,Mobile Payment,15,678.13
2025-03-22,04:35:31,21,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121203,29,CIC BASMATHI RICE BULK,Grocery,Pulses,1,698.0,10,628.2,Mobile Payment,2,148.75
2025-02-21,23:55:30,40,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121204,38,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,2,291.0,0,582.0,Cash,2,105.54
2024-12-10,21:11:09,37,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121205,15,Anchor Full Cream Milk Powder 400g,Beverages,Milk Powder,4,1200.0,0,4800.0,Cash,3,901.77
2024-10-26,14:37:52,37,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121206,50,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,2,552.5,0,1105.0,Mobile Payment,19,281.99
2025-03-01,14:06:50,32,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121207,20,VELVET HAND WASH REFILL ROSE 200ML,Household,Hand & Body Care,3,175.0,0,525.0,Card,8,113.05
2025-07-15,09:47:52,58,Female,Yes,823092.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121208,47,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,2,320.0,5,608.0,Cash,11,147.12
2025-04-01,00:38:55,50,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121209,41,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,4,1230.0,15,4182.0,Mobile Payment,1,879.02
2025-04-01,06:45:48,36,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121210,22,Tiara Chocolate Layer Cake 310g,Bakery,Cakes,4,522.0,0,2088.0,Card,15,717.27
2025-07-25,15:17:03,55,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121211,47,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,0,2450.0,Cash,8,835.74
2025-03-18,08:34:19,33,Female,Yes,391844.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121212,44,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,15,2082.5,Card,20,658.76
2025-03-31,12:10:26,28,Female,Yes,438399.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121213,8,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,2,220.0,0,440.0,Card,0,100.4
2024-08-10,04:58:17,23,Male,Yes,124465.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121214,24,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,3,775.0,15,1976.25,Card,15,347.73
2024-12-14,12:01:29,35,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121215,32,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,3,320.0,10,864.0,Card,14,269.1
2024-09-10,20:29:22,24,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121216,5,RICHLIFE CHOCOLATE FLY MILK 180ML,Beverages,RTD Beverages,1,140.0,10,126.0,Mobile Payment,0,24.62
2025-02-03,19:44:21,48,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",121217,45,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,4,120.0,0,480.0,Card,0,143.07
2025-01-20,10:00:13,41,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",121218,34,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,4,1230.0,15,4182.0,Cash,3,1094.88
2025-07-06,09:04:29,24,Male,Yes,619570.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121219,49,Prima Chocolate Swiss Roll 225g,Bakery,Cakes,4,552.5,15,1878.5,Mobile Payment,18,521.81
2025-03-04,15:26:23,30,Female,Yes,921003.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",121220,34,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,3,390.0,10,1053.0,Mobile Payment,12,250.24
2025-04-09,12:46:28,31,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121221,43,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,2,320.0,10,576.0,Mobile Payment,7,185.8
2024-09-27,08:03:47,21,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",121222,32,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,5,304.0,Cash,0,102.76
